X	Y	ID
669	964	Gene4
1017	1406	Gene4
378	1158	Gene4
1037	1426	Gene4
306	1102	Gene4
1051	1410	Gene4
675	880	Gene4
305	1129	Gene4
114	1423	Gene4
958	2202	Gene4
303	1125	Gene4
985	1429	Gene4
323	1130	Gene4
691	881	Gene4
647	916	Gene4
116	1442	Gene4
310	1086	Gene4
892	2262	Gene4
1045	1390	Gene4
951	1486	Gene4
1024	2054	Gene4
21	1408	Gene4
2003	211	Gene4
976	2197	Gene4
897	906	Gene4
419	1168	Gene4
1042	1370	Gene4
2084	288	Gene4
60	1504	Gene4
140	1372	Gene4
802	823	Gene4
877	2270	Gene4
310	1175	Gene4
1019	2054	Gene4
566	931	Gene4
311	1171	Gene3
150	1056	Gene3
2324	348	Gene3
1710	164	Gene3
264	1108	Gene3
142	1391	Gene3
242	1478	Gene3
181	1055	Gene3
61	1270	Gene3
1839	130	Gene3
53	1302	Gene3
398	1490	Gene3
1009	1357	Gene3
580	2518	Gene3
212	1393	Gene3
117	1508	Gene3
14	1244	Gene3
95	1329	Gene3
2023	205	Gene3
359	1531	Gene3
402	1250	Gene3
1092	1264	Gene3
1128	1430	Gene3
443	1588	Gene3
514	1233	Gene3
575	2474	Gene3
1718	1614	Gene3
1663	1605	Gene3
647	2397	Gene3
1706	1639	Gene3
16	1378	Gene3
437	1203	Gene3
231	1093	Gene3
197	1373	Gene3
214	1445	Gene3
1893	159	Gene3
1746	1702	Gene3
62	1267	Gene3
191	1372	Gene3
982	1307	Gene3
341	1494	Gene3
232	1376	Gene3
268	1441	Gene3
1961	216	Gene3
1628	1612	Gene3
183	1358	Gene3
1078	1497	Gene3
308	1490	Gene3
1763	113	Gene3
1763	158	Gene3
316	1425	Gene3
1887	239	Gene3
1028	1395	Gene3
308	1198	Gene3
1057	1353	Gene3
250	1080	Gene3
1044	1339	Gene3
526	1212	Gene3
249	1425	Gene3
1243	1410	Gene3
1018	1269	Gene3
2120	329	Gene3
1117	1293	Gene3
570	1251	Gene3
532	2576	Gene3
233	1413	Gene3
896	1452	Gene3
905	1510	Gene3
123	1081	Gene3
863	1504	Gene3
38	1407	Gene3
1977	245	Gene3
428	1103	Gene3
1675	1655	Gene3
1065	1405	Gene3
79	1403	Gene3
1916	173	Gene3
78	1290	Gene3
469	1151	Gene3
288	1453	Gene3
1033	1317	Gene3
396	1144	Gene3
1010	1448	Gene3
248	1095	Gene3
217	1113	Gene3
39	1341	Gene3
920	1346	Gene3
268	1177	Gene3
593	2453	Gene3
241	1169	Gene3
904	1375	Gene3
411	1130	Gene3
938	1343	Gene3
1034	1364	Gene3
1013	1353	Gene3
954	1341	Gene3
442	1185	Gene3
902	1484	Gene3
884	1450	Gene3
933	1339	Gene3
1061	1430	Gene3
62	1447	Gene3
119	1352	Gene3
162	1494	Gene3
37	1394	Gene3
902	1454	Gene3
1009	1445	Gene3
1029	1457	Gene3
228	1138	Gene3
87	1443	Gene3
535	2551	Gene3
949	1360	Gene3
84	1340	Gene3
129	1458	Gene3
1042	1415	Gene3
1022	1459	Gene3
591	2542	Gene3
310	1162	Gene3
276	1120	Gene3
361	1132	Gene3
337	1149	Gene3
277	1144	Gene3
263	1145	Gene3
1701	1627	Gene3
945	1422	Gene3
336	1124	Gene3
1006	1436	Gene3
114	1441	Gene3
219	1361	Gene3
377	1142	Gene3
931	1440	Gene3
161	1443	Gene3
88	1301	Gene3
1939	192	Gene3
651	1340	Gene3
243	1400	Gene3
1861	138	Gene3
889	1268	Gene3
1037	1328	Gene3
911	1475	Gene3
945	1334	Gene3
44	1313	Gene3
577	2508	Gene3
228	1106	Gene3
1683	1646	Gene3
864	1381	Gene3
872	1469	Gene3
1872	214	Gene3
1912	153	Gene3
1114	1431	Gene3
422	1111	Gene3
2069	263	Gene3
1714	1641	Gene3
280	1183	Gene3
81	1397	Gene3
88	1450	Gene3
311	1171	Gene3
150	1056	Gene3
2324	348	Gene3
1710	164	Gene3
264	1108	Gene3
142	1391	Gene3
242	1478	Gene3
181	1055	Gene3
61	1270	Gene3
1839	130	Gene3
53	1302	Gene3
398	1490	Gene3
1009	1357	Gene3
580	2518	Gene3
212	1393	Gene3
117	1508	Gene3
14	1244	Gene3
95	1329	Gene3
2023	205	Gene3
359	1531	Gene3
402	1250	Gene3
1092	1264	Gene3
1128	1430	Gene3
443	1588	Gene3
514	1233	Gene3
575	2474	Gene3
1718	1614	Gene3
1663	1605	Gene3
647	2397	Gene3
1706	1639	Gene3
16	1378	Gene3
437	1203	Gene3
231	1093	Gene3
197	1373	Gene3
214	1445	Gene3
1893	159	Gene3
1746	1702	Gene3
62	1267	Gene3
191	1372	Gene3
982	1307	Gene3
341	1494	Gene3
232	1376	Gene3
268	1441	Gene3
1961	216	Gene3
1628	1612	Gene3
183	1358	Gene3
1078	1497	Gene3
308	1490	Gene3
1763	113	Gene3
1763	158	Gene3
316	1425	Gene3
1887	239	Gene3
1028	1395	Gene3
308	1198	Gene3
1057	1353	Gene3
250	1080	Gene3
1044	1339	Gene3
526	1212	Gene3
249	1425	Gene3
1243	1410	Gene3
1018	1269	Gene3
2120	329	Gene3
1117	1293	Gene3
570	1251	Gene3
532	2576	Gene3
233	1413	Gene3
896	1452	Gene3
905	1510	Gene3
123	1081	Gene3
863	1504	Gene3
38	1407	Gene3
1977	245	Gene3
428	1103	Gene3
1675	1655	Gene3
1065	1405	Gene3
79	1403	Gene3
1916	173	Gene3
78	1290	Gene3
469	1151	Gene3
288	1453	Gene3
1033	1317	Gene3
396	1144	Gene3
1010	1448	Gene3
248	1095	Gene3
217	1113	Gene3
39	1341	Gene3
920	1346	Gene3
268	1177	Gene3
593	2453	Gene3
241	1169	Gene3
904	1375	Gene3
411	1130	Gene3
938	1343	Gene3
1034	1364	Gene3
1013	1353	Gene3
954	1341	Gene3
442	1185	Gene3
902	1484	Gene3
884	1450	Gene3
933	1339	Gene3
1061	1430	Gene3
62	1447	Gene3
119	1352	Gene3
162	1494	Gene3
37	1394	Gene3
902	1454	Gene3
1009	1445	Gene3
1029	1457	Gene3
228	1138	Gene3
87	1443	Gene3
535	2551	Gene3
949	1360	Gene3
84	1340	Gene3
129	1458	Gene3
1042	1415	Gene3
1022	1459	Gene3
591	2542	Gene3
310	1162	Gene3
276	1120	Gene3
361	1132	Gene3
337	1149	Gene3
277	1144	Gene3
263	1145	Gene3
1701	1627	Gene3
945	1422	Gene3
336	1124	Gene3
1006	1436	Gene3
114	1441	Gene3
219	1361	Gene3
377	1142	Gene3
931	1440	Gene3
161	1443	Gene3
88	1301	Gene3
1939	192	Gene3
651	1340	Gene3
243	1400	Gene3
1861	138	Gene3
889	1268	Gene3
1037	1328	Gene3
911	1475	Gene3
945	1334	Gene3
44	1313	Gene3
577	2508	Gene3
228	1106	Gene3
1683	1646	Gene3
864	1381	Gene3
872	1469	Gene3
1872	214	Gene3
1912	153	Gene3
1114	1431	Gene3
422	1111	Gene3
2069	263	Gene3
1714	1641	Gene3
280	1183	Gene3
81	1397	Gene3
88	1450	Gene3
1748	1581	Gene2
1783	181	Gene2
1762	1626	Gene2
578	912	Gene2
1010	2083	Gene2
131	1478	Gene2
927	1472	Gene2
666	2399	Gene2
401	1196	Gene2
451	1287	Gene2
2060	210	Gene2
1738	143	Gene2
67	1221	Gene2
167	1451	Gene2
52	1263	Gene2
423	932	Gene2
179	1093	Gene2
2254	362	Gene2
1795	1502	Gene2
888	1271	Gene2
1792	1516	Gene2
553	2501	Gene2
2074	217	Gene2
372	1117	Gene2
72	1062	Gene2
416	2595	Gene2
1033	1326	Gene2
498	1588	Gene2
758	1511	Gene2
1140	1492	Gene2
1024	1425	Gene2
943	1445	Gene2
150	1484	Gene2
1948	179	Gene2
47	1520	Gene2
497	1274	Gene2
1293	1352	Gene2
2133	184	Gene2
2022	191	Gene2
288	1517	Gene2
2033	308	Gene2
2002	116	Gene2
840	2226	Gene2
740	986	Gene2
1050	1483	Gene2
1906	130	Gene2
1739	1510	Gene2
510	2534	Gene2
2082	232	Gene2
949	2245	Gene2
1102	1358	Gene2
947	1296	Gene2
579	924	Gene2
745	900	Gene2
1974	165	Gene2
607	2496	Gene2
101	1425	Gene2
320	1182	Gene2
332	1178	Gene2
714	940	Gene2
355	1125	Gene2
1669	1546	Gene2
699	888	Gene2
341	1147	Gene2
625	869	Gene2
1774	1562	Gene2
354	1122	Gene2
553	2554	Gene2
45	1367	Gene2
540	2549	Gene2
186	1085	Gene2
515	2584	Gene2
899	2250	Gene2
331	1205	Gene2
1719	1588	Gene2
660	928	Gene2
598	2469	Gene2
132	1465	Gene2
260	1096	Gene2
360	1180	Gene2
1043	1404	Gene2
969	1344	Gene2
826	2289	Gene2
885	2262	Gene2
1023	1391	Gene2
711	916	Gene2
377	1232	Gene2
1672	1627	Gene2
1773	1568	Gene2
338	1100	Gene2
227	1408	Gene2
977	2201	Gene2
663	1695	Gene2
2096	232	Gene2
1718	123	Gene2
615	878	Gene2
52	1021	Gene2
1722	1609	Gene2
1770	1637	Gene2
154	1461	Gene2
138	1454	Gene2
1054	1367	Gene2
164	1459	Gene2
2058	137	Gene2
590	2528	Gene2
45	1369	Gene2
692	930	Gene2
150	1424	Gene2
973	1414	Gene2
144	1371	Gene2
1748	1581	Gene2
1783	181	Gene2
1762	1626	Gene2
578	912	Gene2
1010	2083	Gene2
131	1478	Gene2
927	1472	Gene2
666	2399	Gene2
401	1196	Gene2
451	1287	Gene2
2060	210	Gene2
1738	143	Gene2
67	1221	Gene2
167	1451	Gene2
52	1263	Gene2
423	932	Gene2
179	1093	Gene2
2254	362	Gene2
1795	1502	Gene2
888	1271	Gene2
1792	1516	Gene2
553	2501	Gene2
2074	217	Gene2
372	1117	Gene2
72	1062	Gene2
416	2595	Gene2
1033	1326	Gene2
498	1588	Gene2
758	1511	Gene2
1140	1492	Gene2
1024	1425	Gene2
943	1445	Gene2
150	1484	Gene2
1948	179	Gene2
47	1520	Gene2
497	1274	Gene2
1293	1352	Gene2
2133	184	Gene2
2022	191	Gene2
288	1517	Gene2
2033	308	Gene2
2002	116	Gene2
840	2226	Gene2
740	986	Gene2
1050	1483	Gene2
1906	130	Gene2
1739	1510	Gene2
510	2534	Gene2
2082	232	Gene2
949	2245	Gene2
1102	1358	Gene2
947	1296	Gene2
579	924	Gene2
745	900	Gene2
1974	165	Gene2
607	2496	Gene2
101	1425	Gene2
320	1182	Gene2
332	1178	Gene2
714	940	Gene2
355	1125	Gene2
1669	1546	Gene2
699	888	Gene2
341	1147	Gene2
625	869	Gene2
1774	1562	Gene2
354	1122	Gene2
553	2554	Gene2
45	1367	Gene2
540	2549	Gene2
186	1085	Gene2
515	2584	Gene2
899	2250	Gene2
331	1205	Gene2
1719	1588	Gene2
660	928	Gene2
598	2469	Gene2
132	1465	Gene2
260	1096	Gene2
360	1180	Gene2
1043	1404	Gene2
969	1344	Gene2
826	2289	Gene2
885	2262	Gene2
1023	1391	Gene2
711	916	Gene2
377	1232	Gene2
1672	1627	Gene2
1773	1568	Gene2
338	1100	Gene2
227	1408	Gene2
977	2201	Gene2
663	1695	Gene2
2096	232	Gene2
1718	123	Gene2
615	878	Gene2
52	1021	Gene2
1722	1609	Gene2
1770	1637	Gene2
154	1461	Gene2
138	1454	Gene2
1054	1367	Gene2
164	1459	Gene2
2058	137	Gene2
590	2528	Gene2
45	1369	Gene2
692	930	Gene2
150	1424	Gene2
973	1414	Gene2
144	1371	Gene2
889	1442	Gene6
929	1362	Gene6
948	1429	Gene6
1718	1580	Gene6
1055	1399	Gene6
923	1560	Gene6
670	926	Gene6
1754	1620	Gene6
271	1093	Gene6
165	1474	Gene6
686	877	Gene6
134	1399	Gene6
96	1408	Gene6
608	2476	Gene6
661	837	Gene6
152	1370	Gene6
1034	1468	Gene6
759	931	Gene6
1060	1436	Gene6
963	1374	Gene6
413	1166	Gene6
1816	116	Gene6
1978	257	Gene6
255	1394	Gene6
188	1059	Gene6
438	882	Gene6
607	2473	Gene6
244	1111	Gene6
1744	1578	Gene6
183	1345	Gene6
594	2511	Gene6
185	1382	Gene6
1055	1399	Gene6
544	888	Gene6
509	2527	Gene6
331	1069	Gene6
1749	1696	Gene6
1001	1284	Gene6
490	1164	Gene6
2077	254	Gene6
841	2297	Gene6
1148	1413	Gene6
247	1510	Gene6
586	2435	Gene6
285	1114	Gene6
230	1400	Gene6
1717	1672	Gene6
145	1087	Gene6
1664	1617	Gene6
887	1411	Gene6
917	1384	Gene6
883	1407	Gene6
1062	1433	Gene6
507	1226	Gene6
1944	218	Gene6
171	1093	Gene6
2119	206	Gene6
273	1104	Gene6
2025	142	Gene6
812	2261	Gene6
506	934	Gene6
436	1191	Gene6
522	909	Gene6
121	1327	Gene6
1008	1427	Gene6
732	890	Gene6
257	1144	Gene6
954	2136	Gene6
693	966	Gene6
520	2537	Gene6
1742	1591	Gene6
511	2597	Gene6
631	2408	Gene6
1756	1639	Gene6
1019	1469	Gene6
906	1468	Gene6
674	979	Gene6
673	899	Gene6
645	910	Gene6
1680	1593	Gene6
922	1374	Gene6
948	2139	Gene6
1014	1371	Gene6
920	2162	Gene6
970	2139	Gene6
898	2244	Gene6
970	1373	Gene6
256	1143	Gene6
621	2505	Gene6
628	2452	Gene6
180	1395	Gene6
1710	1666	Gene6
1684	1631	Gene6
179	1455	Gene6
153	1403	Gene6
894	1474	Gene6
1892	89	Gene6
577	2498	Gene6
621	2443	Gene6
2083	273	Gene6
1702	1587	Gene6
1698	1669	Gene6
235	1433	Gene6
534	2505	Gene6
193	1399	Gene6
394	1133	Gene6
271	1152	Gene6
897	2226	Gene6
957	1443	Gene6
889	1442	Gene6
929	1362	Gene6
948	1429	Gene6
1718	1580	Gene6
1055	1399	Gene6
923	1560	Gene6
670	926	Gene6
1754	1620	Gene6
271	1093	Gene6
165	1474	Gene6
686	877	Gene6
134	1399	Gene6
96	1408	Gene6
608	2476	Gene6
661	837	Gene6
152	1370	Gene6
1034	1468	Gene6
759	931	Gene6
1060	1436	Gene6
963	1374	Gene6
413	1166	Gene6
1816	116	Gene6
1978	257	Gene6
255	1394	Gene6
188	1059	Gene6
438	882	Gene6
607	2473	Gene6
244	1111	Gene6
1744	1578	Gene6
183	1345	Gene6
594	2511	Gene6
185	1382	Gene6
1055	1399	Gene6
544	888	Gene6
509	2527	Gene6
331	1069	Gene6
1749	1696	Gene6
1001	1284	Gene6
490	1164	Gene6
2077	254	Gene6
841	2297	Gene6
1148	1413	Gene6
247	1510	Gene6
586	2435	Gene6
285	1114	Gene6
230	1400	Gene6
1717	1672	Gene6
145	1087	Gene6
1664	1617	Gene6
887	1411	Gene6
917	1384	Gene6
883	1407	Gene6
1062	1433	Gene6
507	1226	Gene6
1944	218	Gene6
171	1093	Gene6
2119	206	Gene6
273	1104	Gene6
2025	142	Gene6
812	2261	Gene6
506	934	Gene6
436	1191	Gene6
522	909	Gene6
121	1327	Gene6
1008	1427	Gene6
732	890	Gene6
257	1144	Gene6
954	2136	Gene6
693	966	Gene6
520	2537	Gene6
1742	1591	Gene6
511	2597	Gene6
631	2408	Gene6
1756	1639	Gene6
1019	1469	Gene6
906	1468	Gene6
674	979	Gene6
673	899	Gene6
645	910	Gene6
1680	1593	Gene6
922	1374	Gene6
948	2139	Gene6
1014	1371	Gene6
920	2162	Gene6
970	2139	Gene6
898	2244	Gene6
970	1373	Gene6
256	1143	Gene6
621	2505	Gene6
628	2452	Gene6
180	1395	Gene6
1710	1666	Gene6
1684	1631	Gene6
179	1455	Gene6
153	1403	Gene6
894	1474	Gene6
1892	89	Gene6
577	2498	Gene6
621	2443	Gene6
2083	273	Gene6
1702	1587	Gene6
1698	1669	Gene6
235	1433	Gene6
534	2505	Gene6
193	1399	Gene6
394	1133	Gene6
271	1152	Gene6
897	2226	Gene6
957	1443	Gene6
976	1418	Gene7
1982	171	Gene7
369	1162	Gene7
700	917	Gene7
1030	1398	Gene7
940	1432	Gene7
1686	1568	Gene7
739	1002	Gene7
940	611	Gene7
1811	134	Gene7
705	1448	Gene7
1435	953	Gene7
1035	1013	Gene7
1003	1456	Gene7
299	1152	Gene7
907	2246	Gene7
452	1210	Gene7
494	1145	Gene7
1764	116	Gene7
2097	335	Gene7
2150	304	Gene7
78	1012	Gene7
380	947	Gene7
68	1236	Gene7
362	1207	Gene7
336	1491	Gene7
655	979	Gene7
112	1353	Gene7
275	1153	Gene7
644	878	Gene7
515	924	Gene7
902	2275	Gene7
386	1234	Gene7
171	1377	Gene7
822	944	Gene7
893	1257	Gene7
1208	1406	Gene7
442	1262	Gene7
1930	103	Gene7
793	2317	Gene7
42	1014	Gene7
930	1531	Gene7
357	1135	Gene7
994	1416	Gene7
341	1140	Gene7
728	929	Gene7
616	970	Gene7
497	2596	Gene7
457	1171	Gene7
823	925	Gene7
849	1481	Gene7
743	919	Gene7
154	1429	Gene7
1727	1699	Gene7
2052	155	Gene7
1963	162	Gene7
80	1362	Gene7
1827	1497	Gene7
216	1397	Gene7
503	935	Gene7
819	1445	Gene7
577	2484	Gene7
783	906	Gene7
410	1265	Gene7
848	1458	Gene7
478	953	Gene7
1140	1348	Gene7
1233	1380	Gene7
17	1057	Gene7
610	837	Gene7
413	1200	Gene7
1700	1628	Gene7
941	1466	Gene7
1006	1452	Gene7
167	1441	Gene7
1066	1385	Gene7
1787	145	Gene7
228	1155	Gene7
58	1340	Gene7
1877	104	Gene7
2008	233	Gene7
462	945	Gene7
845	1514	Gene7
676	2372	Gene7
551	937	Gene7
633	2442	Gene7
702	865	Gene7
676	2395	Gene7
137	1468	Gene7
859	1420	Gene7
519	2584	Gene7
1051	1335	Gene7
323	1178	Gene7
624	2471	Gene7
1690	1645	Gene7
425	1157	Gene7
1791	1570	Gene7
663	2437	Gene7
54	1406	Gene7
1080	1397	Gene7
206	1086	Gene7
882	1475	Gene7
551	2480	Gene7
583	940	Gene7
710	917	Gene7
1817	1516	Gene7
1673	1599	Gene7
745	932	Gene7
627	2414	Gene7
180	1425	Gene7
181	1095	Gene7
155	1085	Gene7
376	1164	Gene7
293	1164	Gene7
305	1086	Gene7
633	915	Gene7
1756	1506	Gene7
1007	1341	Gene7
71	1477	Gene7
674	935	Gene7
1806	1515	Gene7
968	1373	Gene7
940	2170	Gene7
899	1394	Gene7
1947	165	Gene7
716	947	Gene7
589	971	Gene7
939	1396	Gene7
612	923	Gene7
155	1460	Gene7
978	1371	Gene7
322	1144	Gene7
688	935	Gene7
564	921	Gene7
643	890	Gene7
1699	1560	Gene7
266	1176	Gene7
1774	1503	Gene7
333	1113	Gene7
267	1161	Gene7
609	916	Gene7
128	1421	Gene7
1707	1601	Gene7
345	1178	Gene7
929	1434	Gene7
296	1123	Gene7
663	930	Gene7
1708	1614	Gene7
14	990	Gene7
392	910	Gene7
148	1429	Gene7
170	1422	Gene7
209	1101	Gene7
447	939	Gene7
1897	84	Gene7
95	1523	Gene7
1836	149	Gene7
1716	1599	Gene7
848	2256	Gene7
897	2291	Gene7
1931	125	Gene7
346	1449	Gene7
1797	159	Gene7
1929	245	Gene7
822	788	Gene7
1210	326	Gene7
694	882	Gene7
615	2452	Gene7
57	1358	Gene7
624	898	Gene7
697	836	Gene7
121	1300	Gene7
1146	1471	Gene7
1994	91	Gene7
688	1533	Gene7
1751	86	Gene7
1004	1434	Gene7
1694	1652	Gene7
198	1492	Gene7
746	828	Gene7
795	1481	Gene7
2126	198	Gene7
1790	1512	Gene7
124	1420	Gene7
1774	1628	Gene7
79	1349	Gene7
546	2481	Gene7
1017	2064	Gene7
906	1386	Gene7
121	1342	Gene7
284	1042	Gene7
160	1046	Gene7
694	828	Gene7
929	1517	Gene7
862	845	Gene7
517	1276	Gene7
848	2251	Gene7
1667	1578	Gene7
1726	1638	Gene7
564	925	Gene7
30	1384	Gene7
584	2482	Gene7
236	1087	Gene7
630	966	Gene7
884	1435	Gene7
725	961	Gene7
1949	153	Gene7
138	1309	Gene7
996	2066	Gene7
1944	107	Gene7
928	1430	Gene7
1790	1522	Gene7
853	2242	Gene7
1034	2076	Gene7
296	1190	Gene7
67	1369	Gene7
126	1066	Gene7
909	1367	Gene7
2024	247	Gene7
17	1462	Gene7
1799	1507	Gene7
659	2437	Gene7
848	2256	Gene7
251	1155	Gene7
1680	1627	Gene7
219	1421	Gene7
888	1396	Gene7
382	1123	Gene7
99	1329	Gene7
1933	228	Gene7
664	835	Gene7
99	1388	Gene7
372	1136	Gene7
841	2278	Gene7
641	2495	Gene7
55	1466	Gene7
468	898	Gene7
668	2406	Gene7
661	2423	Gene7
969	1405	Gene7
675	854	Gene7
278	1133	Gene7
1008	1433	Gene7
1715	1578	Gene7
857	2216	Gene7
555	2504	Gene7
328	1163	Gene7
2081	244	Gene7
663	2464	Gene7
1778	1575	Gene7
318	1105	Gene7
1023	1444	Gene7
667	964	Gene7
872	2248	Gene7
2009	143	Gene7
222	1453	Gene7
866	2238	Gene7
578	2472	Gene7
1697	1590	Gene7
717	923	Gene7
656	916	Gene7
998	1456	Gene7
1670	1599	Gene7
1703	1629	Gene7
571	2474	Gene7
1730	1627	Gene7
651	2462	Gene7
1688	1573	Gene7
1703	1573	Gene7
612	907	Gene7
1736	1552	Gene7
573	2539	Gene7
923	2199	Gene7
375	1182	Gene7
1005	2106	Gene7
2089	220	Gene7
298	1184	Gene7
58	1834	Gene7
334	1184	Gene7
157	1427	Gene7
323	1057	Gene7
1704	1586	Gene7
323	1126	Gene7
2009	124	Gene7
1102	1455	Gene7
416	1535	Gene7
1740	186	Gene7
304	963	Gene7
304	1143	Gene7
517	2527	Gene7
653	2408	Gene7
822	923	Gene7
1070	1382	Gene7
392	1106	Gene7
730	845	Gene7
702	913	Gene7
1023	1360	Gene7
693	910	Gene7
648	853	Gene7
537	1215	Gene7
1062	1406	Gene7
430	1176	Gene7
888	1449	Gene7
1085	1374	Gene7
2048	116	Gene7
1997	129	Gene7
1094	1396	Gene7
681	868	Gene7
640	2429	Gene7
438	1238	Gene7
474	1203	Gene7
637	2418	Gene7
238	1067	Gene7
429	1185	Gene7
655	2464	Gene7
2007	132	Gene7
1801	1493	Gene7
638	2455	Gene7
634	2462	Gene7
899	1380	Gene7
88	1346	Gene7
559	2466	Gene7
447	1204	Gene7
1072	1425	Gene7
549	916	Gene7
317	1208	Gene7
953	2134	Gene7
952	1375	Gene7
655	947	Gene7
1737	1620	Gene7
666	944	Gene7
1770	1582	Gene7
1696	1597	Gene7
609	943	Gene7
984	1421	Gene7
878	2233	Gene7
1709	1609	Gene7
631	2487	Gene7
534	2564	Gene7
1754	1592	Gene7
1751	1533	Gene7
602	2494	Gene7
92	1511	Gene7
358	1138	Gene7
641	2414	Gene7
1963	189	Gene7
156	1324	Gene7
370	1152	Gene7
21	1025	Gene7
142	1437	Gene7
1008	1368	Gene7
406	1139	Gene7
1911	167	Gene7
2038	142	Gene7
847	736	Gene7
153	1318	Gene7
65	1445	Gene7
973	1407	Gene7
940	1446	Gene7
57	1286	Gene7
744	970	Gene7
184	1505	Gene7
1999	212	Gene7
206	1365	Gene7
1856	239	Gene7
431	902	Gene7
707	1511	Gene7
850	913	Gene7
1697	794	Gene7
2432	2216	Gene7
313	1111	Gene7
919	1430	Gene7
508	1206	Gene7
1066	1402	Gene7
1009	1500	Gene7
732	980	Gene7
948	2186	Gene7
896	827	Gene7
1138	1333	Gene7
1586	1152	Gene7
393	1555	Gene7
2255	370	Gene7
400	965	Gene7
2178	2479	Gene7
999	848	Gene7
186	1081	Gene7
235	1504	Gene7
2163	781	Gene7
2345	1450	Gene7
2142	2333	Gene7
1184	1435	Gene7
2173	271	Gene7
1915	169	Gene7
104	1370	Gene7
971	1427	Gene7
704	886	Gene7
847	2261	Gene7
722	903	Gene7
727	981	Gene7
1675	1623	Gene7
454	1149	Gene7
1725	1577	Gene7
593	2446	Gene7
246	1122	Gene7
620	927	Gene7
373	1102	Gene7
190	1395	Gene7
436	1175	Gene7
2551	901	Gene7
723	857	Gene7
925	1384	Gene7
252	1142	Gene7
2159	247	Gene7
108	1444	Gene7
918	2194	Gene7
583	917	Gene7
67	1318	Gene7
433	1212	Gene7
1112	1424	Gene7
240	1468	Gene7
76	1357	Gene7
414	1120	Gene7
934	2169	Gene7
230	1114	Gene7
971	2129	Gene7
655	2426	Gene7
536	2565	Gene7
319	1191	Gene7
978	1389	Gene7
948	1328	Gene7
1706	1599	Gene7
911	1381	Gene7
699	975	Gene7
1968	189	Gene7
239	1163	Gene7
859	1415	Gene7
1126	1476	Gene7
963	1432	Gene7
1731	1616	Gene7
671	2435	Gene7
660	899	Gene7
656	894	Gene7
955	2121	Gene7
1048	1446	Gene7
1020	1429	Gene7
910	2267	Gene7
519	2547	Gene7
912	2249	Gene7
587	959	Gene7
208	1100	Gene7
642	919	Gene7
1734	1654	Gene7
1884	115	Gene7
978	1387	Gene7
1754	1530	Gene7
682	881	Gene7
929	1404	Gene7
975	1428	Gene7
1751	1590	Gene7
881	2245	Gene7
986	1418	Gene7
620	2482	Gene7
370	1158	Gene7
1747	1606	Gene7
1746	1581	Gene7
289	1163	Gene7
1743	1577	Gene7
113	1447	Gene7
385	1169	Gene7
320	1180	Gene7
308	1155	Gene7
86	1368	Gene7
377	1218	Gene7
24	1375	Gene7
100	1358	Gene7
359	1214	Gene7
1984	159	Gene7
710	929	Gene7
1026	1421	Gene7
267	1103	Gene7
167	1421	Gene7
931	1366	Gene7
222	1131	Gene7
961	1418	Gene7
323	1122	Gene7
971	1447	Gene7
232	1123	Gene7
943	1454	Gene7
719	903	Gene7
794	959	Gene7
676	907	Gene7
1023	1387	Gene7
825	832	Gene7
167	1287	Gene7
897	2194	Gene7
1733	1607	Gene7
878	2265	Gene7
61	1351	Gene7
676	962	Gene7
1772	1589	Gene7
982	2125	Gene7
1849	152	Gene7
669	2404	Gene7
922	1435	Gene7
846	2239	Gene7
743	927	Gene7
529	2553	Gene7
847	2233	Gene7
145	1433	Gene7
677	968	Gene7
519	2529	Gene7
1044	1378	Gene7
544	2513	Gene7
704	960	Gene7
2089	253	Gene7
315	1122	Gene7
584	880	Gene7
744	890	Gene7
678	1025	Gene7
171	967	Gene7
2092	171	Gene7
545	456	Gene7
227	1675	Gene7
129	1078	Gene7
608	909	Gene7
696	931	Gene7
699	890	Gene7
2583	530	Gene7
2287	450	Gene7
207	987	Gene7
1309	1142	Gene7
1007	958	Gene7
2216	177	Gene7
532	950	Gene7
234	1482	Gene7
842	794	Gene7
2038	255	Gene7
2084	524	Gene7
647	925	Gene7
632	2407	Gene7
769	876	Gene7
1751	1555	Gene7
2267	1580	Gene7
1209	1323	Gene7
393	1177	Gene7
280	1100	Gene7
195	1098	Gene7
119	1325	Gene7
494	1228	Gene7
2164	261	Gene7
188	1545	Gene7
2196	298	Gene7
1189	1359	Gene7
999	1255	Gene7
1709	1725	Gene7
557	2533	Gene7
1048	1347	Gene7
1753	1629	Gene7
1665	1630	Gene7
78	1449	Gene7
848	1540	Gene7
1937	99	Gene7
759	984	Gene7
616	2429	Gene7
45	1420	Gene7
583	2526	Gene7
739	901	Gene7
355	1180	Gene7
75	1399	Gene7
860	907	Gene7
2097	271	Gene7
1941	233	Gene7
946	1431	Gene7
1718	1631	Gene7
361	1180	Gene7
1745	1537	Gene7
862	2209	Gene7
1950	198	Gene7
143	1513	Gene7
111	1479	Gene7
97	1446	Gene7
1702	1559	Gene7
158	1459	Gene7
1936	208	Gene7
800	921	Gene7
1110	1332	Gene7
1757	1591	Gene7
866	2215	Gene7
569	2500	Gene7
694	977	Gene7
938	1487	Gene7
886	1378	Gene7
309	1104	Gene7
1711	1592	Gene7
963	1464	Gene7
1956	142	Gene7
130	1402	Gene7
905	1395	Gene7
1728	1605	Gene7
910	2218	Gene7
941	2238	Gene7
825	2268	Gene7
572	2495	Gene7
